,precision,recall,f1-score,support
8,0.899581589958159,0.9576837416481069,0.9277238403451996,449.0
9,0.8475452196382429,0.7305122494432071,0.784688995215311,449.0
10,0.9672489082969432,0.9866369710467706,0.9768467475192943,449.0
11,0.9517426273458445,0.7906458797327395,0.8637469586374696,449.0
12,0.9694323144104804,0.9888641425389755,0.9790518191841234,449.0
13,0.8591836734693877,0.9376391982182628,0.8966986155484558,449.0
14,0.8466135458167331,0.9465478841870824,0.8937960042060988,449.0
15,0.7005494505494505,0.5679287305122495,0.6273062730627307,449.0
16,0.8741573033707866,0.8644444444444445,0.8692737430167597,450.0
17,0.9755351681957186,0.7088888888888889,0.8211068211068211,450.0
18,0.6333333333333333,0.8040089086859689,0.7085377821393523,449.0
19,1.0,1.0,1.0,449.0
20,0.534020618556701,0.576837416481069,0.5546038543897216,449.0
21,0.7509727626459144,0.8596881959910914,0.8016614745586709,449.0
22,0.6737704918032786,0.9153674832962138,0.7762039660056658,449.0
23,0.8472222222222222,0.9510022271714922,0.8961175236096537,449.0
24,0.8564705882352941,0.8106904231625836,0.8329519450800915,449.0
25,0.6618962432915921,0.8240534521158129,0.7341269841269841,449.0
26,0.9911699779249448,1.0,0.9955654101995566,449.0
27,0.4642857142857143,0.6644444444444444,0.546617915904936,450.0
28,0.8457142857142858,0.6577777777777778,0.74,450.0
29,0.8176943699731903,0.6792873051224945,0.7420924574209246,449.0
30,0.9583333333333334,0.9732739420935412,0.9657458563535911,449.0
31,0.8536082474226804,0.92,0.8855614973262033,450.0
32,0.7828282828282829,0.6904231625835189,0.7337278106508875,449.0
33,0.8870431893687708,0.5946547884187082,0.712,449.0
34,0.8346153846153846,0.9665924276169265,0.8957688338493293,449.0
35,0.8806682577565632,0.821826280623608,0.8502304147465438,449.0
36,0.9770491803278688,0.6622222222222223,0.7894039735099337,450.0
37,0.9325842696629213,0.7394209354120267,0.8248447204968944,449.0
38,0.9823008849557522,0.9866666666666667,0.9844789356984479,450.0
39,0.9123173277661796,0.9711111111111111,0.9407965554359526,450.0
40,0.9933628318584071,1.0,0.9966703662597114,449.0
41,0.8648648648648649,0.7839643652561247,0.822429906542056,449.0
accuracy,0.8193141463931732,0.8193141463931732,0.8193141463931732,0.8193141463931732
macro avg,0.8362905381954141,0.8193450466056256,0.8187040118169995,18867.0
weighted avg,0.836295609508141,0.8193141463931732,0.8186875101715648,18867.0
0,0.9067055393586005,0.6926503340757239,0.7853535353535354,449.0
1,0.858508604206501,1.0,0.9238683127572016,449.0
2,0.862144420131291,0.8775055679287305,0.869757174392936,449.0
3,0.8657024793388429,0.933184855233853,0.8981779206859593,449.0
4,0.6108374384236454,0.5511111111111111,0.5794392523364486,450.0
5,0.9144736842105263,0.9287305122494433,0.9215469613259668,449.0
6,0.7888888888888889,0.6325167037861915,0.7021013597033374,449.0
7,0.803030303030303,0.8262806236080178,0.814489571899012,449.0
8,0.8220183486238533,0.9977728285077951,0.9014084507042254,449.0
9,0.9350282485875706,0.7371937639198218,0.8244084682440846,449.0
10,0.9676724137931034,1.0,0.9835706462212487,449.0
11,0.8919540229885058,0.8641425389755011,0.8778280542986425,449.0
12,0.784965034965035,1.0,0.8795298726738492,449.0
13,0.9532908704883227,1.0,0.9760869565217392,449.0
14,0.6993670886075949,0.9844097995545658,0.8177613320999075,449.0
15,0.818815331010453,0.5233853006681515,0.6385869565217391,449.0
16,0.868995633187773,0.8844444444444445,0.8766519823788547,450.0
17,0.8535031847133758,0.8933333333333333,0.8729641693811075,450.0
18,0.9186046511627907,0.7037861915367484,0.7969735182849937,449.0
19,1.0,0.7461024498886414,0.8545918367346939,449.0
20,0.7136929460580913,0.3830734966592428,0.4985507246376812,449.0
21,0.6810207336523126,0.9510022271714922,0.7936802973977695,449.0
22,0.9012048192771084,0.8329621380846325,0.8657407407407407,449.0
23,0.7712305025996534,0.9910913140311804,0.8674463937621832,449.0
24,0.8768898488120951,0.9042316258351893,0.8903508771929824,449.0
25,0.8729016786570744,0.8106904231625836,0.8406466512702079,449.0
26,0.9697624190064795,1.0,0.9846491228070176,449.0
27,0.773109243697479,0.6133333333333333,0.6840148698884758,450.0
28,0.9357798165137615,0.68,0.7876447876447876,450.0
29,0.8384279475982532,0.8552338530066815,0.8467475192943771,449.0
30,0.9412997903563941,1.0,0.9697624190064795,449.0
31,0.860655737704918,0.9333333333333333,0.8955223880597015,450.0
32,0.8235294117647058,0.779510022271715,0.8009153318077803,449.0
33,0.9242105263157895,0.977728285077951,0.9502164502164502,449.0
34,0.8983739837398373,0.9844097995545658,0.9394261424017003,449.0
35,0.9537037037037037,0.9175946547884187,0.9353007945516458,449.0
36,0.8767967145790554,0.9488888888888889,0.9114194236926361,450.0
37,0.7753036437246964,0.8530066815144766,0.8123011664899258,449.0
38,0.9631236442516269,0.9866666666666667,0.9747530186608123,450.0
39,0.9014675052410901,0.9555555555555556,0.9277238403451996,450.0
40,0.9760869565217392,1.0,0.9878987898789879,449.0
41,0.8242424242424242,0.9086859688195991,0.864406779661017,449.0
accuracy,0.8581650500874543,0.8581650500874543,0.8581650500874543,0.8581650500874543
macro avg,0.8613647662794109,0.8581797292042281,0.8529574967125724,18867.0
weighted avg,0.8613590412580404,0.8581650500874543,0.8529486726420777,18867.0
0,0.8548387096774194,0.8262806236080178,0.840317100792752,449.0
1,0.9373695198329853,1.0,0.9676724137931034,449.0
2,0.9164835164835164,0.9287305122494433,0.922566371681416,449.0
3,0.862,0.9599109131403119,0.9083245521601686,449.0
4,0.775,0.41333333333333333,0.5391304347826087,450.0
5,0.9855421686746988,0.910913140311804,0.9467592592592593,449.0
6,0.8506666666666667,0.7104677060133631,0.7742718446601942,449.0
7,0.7541899441340782,0.9020044543429844,0.821501014198783,449.0
8,0.9372384937238494,0.9977728285077951,0.9665587918015103,449.0
9,0.948905109489051,0.8685968819599109,0.9069767441860465,449.0
10,0.9933628318584071,1.0,0.9966703662597114,449.0
11,0.8455284552845529,0.9265033407572383,0.8841657810839533,449.0
12,0.9911699779249448,1.0,0.9955654101995566,449.0
13,0.9553191489361702,1.0,0.9771490750816104,449.0
14,0.8433268858800773,0.9710467706013363,0.9026915113871635,449.0
15,0.7531806615776081,0.6592427616926503,0.7030878859857482,449.0
16,0.8947368421052632,0.9066666666666666,0.9006622516556292,450.0
17,0.8346774193548387,0.92,0.8752642706131079,450.0
18,0.8533333333333334,0.8552338530066815,0.8542825361512792,449.0
19,1.0,1.0,1.0,449.0
20,0.7138810198300283,0.5612472160356348,0.628428927680798,449.0
21,0.8627049180327869,0.9376391982182628,0.8986125933831377,449.0
22,0.9280575539568345,0.8619153674832962,0.8937644341801386,449.0
23,0.9358974358974359,0.9755011135857461,0.955288985823337,449.0
24,0.9010752688172043,0.933184855233853,0.9168490153172867,449.0
25,0.7715930902111324,0.8953229398663697,0.8288659793814434,449.0
26,0.9977777777777778,1.0,0.9988876529477196,449.0
27,0.7136842105263158,0.7533333333333333,0.7329729729729729,450.0
28,0.89,0.7911111111111111,0.8376470588235294,450.0
29,0.9376623376623376,0.8040089086859689,0.8657074340527577,449.0
30,0.9373695198329853,1.0,0.9676724137931034,449.0
31,0.9281183932346723,0.9755555555555555,0.9512459371614301,450.0
32,0.8600917431192661,0.8351893095768375,0.847457627118644,449.0
33,0.9608695652173913,0.9844097995545658,0.9724972497249725,449.0
34,0.91875,0.9821826280623608,0.9494079655543596,449.0
35,0.9661016949152542,0.888641425389755,0.925754060324826,449.0
36,0.9415584415584416,0.9666666666666667,0.9539473684210527,450.0
37,0.8354430379746836,0.8819599109131403,0.8580715059588299,449.0
38,0.9146341463414634,1.0,0.9554140127388535,450.0
39,0.9800443458980045,0.9822222222222222,0.9811320754716981,450.0
40,0.9977777777777778,1.0,0.9988876529477196,449.0
41,0.9361702127659575,0.8819599109131403,0.908256880733945,449.0
accuracy,0.8963799226162082,0.8963799226162082,0.8963799226162082,0.8963799226162082
macro avg,0.8956221946734575,0.896398934728556,0.8931044623868134,18867.0
weighted avg,0.8956122224493072,0.8963799226162082,0.8930880038200649,18867.0
0,0.8914141414141414,0.7861915367483296,0.8355029585798817,449.0
1,0.9294605809128631,0.9977728285077951,0.9624060150375939,449.0
2,0.9131403118040089,0.9131403118040089,0.9131403118040089,449.0
3,0.9512195121951219,0.8685968819599109,0.9080325960419092,449.0
4,0.6138211382113821,0.6711111111111111,0.6411889596602972,450.0
5,0.9838709677419355,0.9510022271714922,0.9671574178935447,449.0
6,0.821882951653944,0.7193763919821826,0.7672209026128266,449.0
7,0.8450106157112527,0.8864142538975501,0.8652173913043478,449.0
8,0.9551282051282052,0.9955456570155902,0.9749182115594329,449.0
9,0.9199029126213593,0.844097995545657,0.8803716608594657,449.0
10,0.9824945295404814,1.0,0.9911699779249448,449.0
11,0.9285714285714286,0.8975501113585747,0.912797281993205,449.0
12,0.986784140969163,0.9977728285077951,0.9922480620155039,449.0
13,0.9932432432432432,0.9821826280623608,0.9876819708846585,449.0
14,0.9285714285714286,0.9844097995545658,0.9556756756756757,449.0
15,0.8575851393188855,0.6169265033407573,0.7176165803108808,449.0
16,0.8869565217391304,0.9066666666666666,0.8967032967032967,450.0
17,0.8369351669941061,0.9466666666666667,0.8884254431699687,450.0
18,0.8263473053892215,0.9220489977728286,0.871578947368421,449.0
19,1.0,1.0,1.0,449.0
20,0.7854671280276817,0.5055679287305123,0.6151761517615176,449.0
21,0.8280632411067194,0.933184855233853,0.8774869109947644,449.0
22,0.8918918918918919,0.8819599109131403,0.8868980963045913,449.0
23,0.9358974358974359,0.9755011135857461,0.955288985823337,449.0
24,0.9481981981981982,0.9376391982182628,0.9428891377379619,449.0
25,0.7775665399239544,0.910913140311804,0.838974358974359,449.0
26,1.0,1.0,1.0,449.0
27,0.8529411764705882,0.7088888888888889,0.7742718446601942,450.0
28,0.9475218658892128,0.7222222222222222,0.819672131147541,450.0
29,0.8258196721311475,0.8975501113585747,0.8601921024546425,449.0
30,0.980349344978166,1.0,0.9900771775082691,449.0
31,0.9444444444444444,0.9822222222222222,0.9629629629629629,450.0
32,0.85785536159601,0.7661469933184856,0.8094117647058824,449.0
33,0.8238532110091743,1.0,0.903420523138833,449.0
34,0.9653679653679653,0.9933184855233853,0.9791437980241493,449.0
35,0.919917864476386,0.9977728285077951,0.9572649572649573,449.0
36,0.976905311778291,0.94,0.9580973952434881,450.0
37,0.8842794759825328,0.9020044543429844,0.8930540242557883,449.0
38,0.9221311475409836,1.0,0.9594882729211087,450.0
39,0.9527896995708155,0.9866666666666667,0.9694323144104804,450.0
40,1.0,1.0,1.0,449.0
41,0.8382642998027613,0.9465478841870824,0.8891213389121339,449.0
accuracy,0.9017861875231886,0.9017861875231886,0.9017861875231886,0.9017861875231886
macro avg,0.9026634647098968,0.9017995309977493,0.8993185216811148,18867.0
weighted avg,0.9026534194080602,0.9017861875231886,0.8993066690243996,18867.0
0,0.9009661835748792,0.8307349665924276,0.8644264194669756,449.0
1,0.9823008849557522,0.9888641425389755,0.9855715871254163,449.0
2,0.9595238095238096,0.8975501113585747,0.9275028768699655,449.0
3,0.9501133786848073,0.933184855233853,0.9415730337078652,449.0
4,0.6804407713498623,0.5488888888888889,0.6076260762607626,450.0
5,0.8997995991983968,1.0,0.9472573839662447,449.0
6,0.8075,0.7193763919821826,0.7608951707891637,449.0
7,0.8834498834498834,0.844097995545657,0.8633257403189066,449.0
8,0.9126016260162602,1.0,0.9543039319872476,449.0
9,0.9221698113207547,0.8708240534521158,0.8957617411225659,449.0
10,0.9782135076252724,1.0,0.9889867841409692,449.0
11,0.9519230769230769,0.8819599109131403,0.915606936416185,449.0
12,0.9911699779249448,1.0,0.9955654101995566,449.0
13,0.9739696312364425,1.0,0.9868131868131869,449.0
14,0.9544468546637744,0.9799554565701559,0.967032967032967,449.0
15,0.8083333333333333,0.6481069042316259,0.7194066749072929,449.0
16,0.9498861047835991,0.9266666666666666,0.9381327334083239,450.0
17,0.8249027237354085,0.9422222222222222,0.8796680497925311,450.0
18,0.7518518518518519,0.9042316258351893,0.8210313447927199,449.0
19,1.0,1.0,1.0,449.0
20,0.696078431372549,0.6325167037861915,0.662777129521587,449.0
21,0.8295880149812734,0.9866369710467706,0.901322482197355,449.0
22,0.9027149321266968,0.888641425389755,0.8956228956228957,449.0
23,0.9434782608695652,0.9665924276169265,0.9548954895489549,449.0
24,0.8640973630831643,0.9487750556792873,0.9044585987261147,449.0
25,0.8976744186046511,0.8596881959910914,0.8782707622298066,449.0
26,0.986784140969163,0.9977728285077951,0.9922480620155039,449.0
27,0.9238410596026491,0.62,0.7420212765957447,450.0
28,0.8698630136986302,0.8466666666666667,0.8581081081081081,450.0
29,0.9101382488479263,0.8797327394209354,0.8946772366930917,449.0
30,0.9911699779249448,1.0,0.9955654101995566,449.0
31,0.9823788546255506,0.9911111111111112,0.9867256637168141,450.0
32,0.8957345971563981,0.8418708240534521,0.8679678530424799,449.0
33,0.9348739495798319,0.9910913140311804,0.9621621621621622,449.0
34,0.9675324675324676,0.9955456570155902,0.9813391877058177,449.0
35,0.9038854805725971,0.9844097995545658,0.9424307036247335,449.0
36,0.96529284164859,0.9888888888888889,0.9769484083424808,450.0
37,0.8793103448275862,0.9086859688195991,0.8937568455640745,449.0
38,0.9698275862068966,1.0,0.9846827133479212,450.0
39,0.9230769230769231,0.9866666666666667,0.9538131041890441,450.0
40,0.9911699779249448,1.0,0.9955654101995566,449.0
41,0.863905325443787,0.9755011135857461,0.9163179916317992,449.0
accuracy,0.9096835744951502,0.9096835744951502,0.9096835744951502,0.9096835744951502
macro avg,0.9089518862102117,0.9097013940443784,0.9071944177167724,18867.0
weighted avg,0.9089470599475753,0.9096835744951502,0.9071818548490307,18867.0
0,0.9342105263157895,0.7906458797327395,0.856453558504222,449.0
1,0.9802631578947368,0.9955456570155902,0.9878453038674033,449.0
2,0.9372294372294372,0.9643652561247216,0.9506037321624589,449.0
3,0.9861431870669746,0.9510022271714922,0.9682539682539683,449.0
4,0.6722338204592901,0.7155555555555555,0.6932185145317545,450.0
5,0.9654427645788337,0.9955456570155902,0.9802631578947368,449.0
6,0.8815426997245179,0.7126948775055679,0.7881773399014779,449.0
7,0.8799076212471132,0.8485523385300668,0.8639455782312925,449.0
8,0.9219712525667351,1.0,0.9594017094017094,449.0
9,0.9006622516556292,0.9086859688195991,0.9046563192904656,449.0
10,0.9868131868131869,1.0,0.9933628318584071,449.0
11,0.9358407079646017,0.9420935412026726,0.9389567147613762,449.0
12,0.9933628318584071,1.0,0.9966703662597114,449.0
13,0.9822616407982262,0.9866369710467706,0.9844444444444445,449.0
14,0.9668874172185431,0.9755011135857461,0.9711751662971175,449.0
15,0.7270642201834863,0.7060133630289532,0.7163841807909604,449.0
16,0.9616252821670429,0.9466666666666667,0.9540873460246361,450.0
17,0.9643705463182898,0.9022222222222223,0.9322617680826636,450.0
18,0.8534136546184738,0.9465478841870824,0.8975712777191129,449.0
19,1.0,1.0,1.0,449.0
20,0.8561643835616438,0.5567928730512249,0.6747638326585695,449.0
21,0.8918367346938776,0.9732739420935412,0.9307774227902024,449.0
22,0.9078947368421053,0.9220489977728286,0.9149171270718232,449.0
23,0.9885844748858448,0.9643652561247216,0.9763246899661782,449.0
24,0.8686868686868687,0.9576837416481069,0.9110169491525424,449.0
25,0.864406779661017,0.9086859688195991,0.8859934853420195,449.0
26,0.9955654101995566,1.0,0.9977777777777778,449.0
27,0.7960526315789473,0.8066666666666666,0.8013245033112583,450.0
28,0.8808411214953271,0.8377777777777777,0.8587699316628702,450.0
29,0.9573934837092731,0.8507795100222717,0.9009433962264151,449.0
30,0.9016064257028112,1.0,0.9482576557550159,449.0
31,0.9240246406570842,1.0,0.96051227321238,450.0
32,0.9861111111111112,0.7906458797327395,0.8776266996291718,449.0
33,0.918200408997955,1.0,0.9573560767590619,449.0
34,0.9532908704883227,1.0,0.9760869565217392,449.0
35,0.9491525423728814,0.9977728285077951,0.9728555917480999,449.0
36,0.9815242494226328,0.9444444444444444,0.9626274065685164,450.0
37,0.8333333333333334,0.9465478841870824,0.886339937434828,449.0
38,0.982532751091703,1.0,0.9911894273127754,450.0
39,0.9553191489361702,0.9977777777777778,0.9760869565217392,450.0
40,1.0,1.0,1.0,449.0
41,0.9324894514767933,0.9844097995545658,0.9577464788732394,449.0
accuracy,0.9220861822229289,0.9220861822229289,0.9220861822229289,0.9220861822229289
macro avg,0.9227680420377279,0.9220940125617183,0.9204054251089082,18867.0
weighted avg,0.922758162979785,0.9220861822229289,0.9203972854630317,18867.0
0,0.9168646080760094,0.8596881959910914,0.8873563218390804,449.0
1,0.9889624724061811,0.9977728285077951,0.9933481152993349,449.0
2,0.9263157894736842,0.9799554565701559,0.9523809523809523,449.0
3,0.9436008676789588,0.9688195991091314,0.9560439560439561,449.0
4,0.8673139158576052,0.5955555555555555,0.7061923583662714,450.0
5,0.9697624190064795,1.0,0.9846491228070176,449.0
6,0.8099352051835853,0.8351893095768375,0.8223684210526315,449.0
7,0.9114832535885168,0.8485523385300668,0.8788927335640139,449.0
8,0.9717391304347827,0.9955456570155902,0.9834983498349835,449.0
9,0.918859649122807,0.933184855233853,0.9259668508287293,449.0
10,0.9846491228070176,1.0,0.9922651933701657,449.0
11,0.9817767653758542,0.9599109131403119,0.9707207207207207,449.0
12,0.9977777777777778,1.0,0.9988876529477196,449.0
13,0.9955654101995566,1.0,0.9977777777777778,449.0
14,0.9609544468546638,0.9866369710467706,0.9736263736263736,449.0
15,0.8457446808510638,0.7082405345211581,0.7709090909090909,449.0
16,0.9407894736842105,0.9533333333333334,0.9470198675496688,450.0
17,0.9075268817204301,0.9377777777777778,0.9224043715846995,450.0
18,0.8532289628180039,0.9710467706013363,0.9083333333333333,449.0
19,1.0,1.0,1.0,449.0
20,0.7368421052631579,0.779510022271715,0.7575757575757576,449.0
21,0.9551569506726457,0.9487750556792873,0.9519553072625698,449.0
22,0.9504716981132075,0.8975501113585747,0.9232531500572738,449.0
23,0.9472573839662447,1.0,0.9729144095341279,449.0
24,0.9730941704035875,0.9665924276169265,0.9698324022346368,449.0
25,0.9370629370629371,0.8953229398663697,0.9157175398633257,449.0
26,0.9933628318584071,1.0,0.9966703662597114,449.0
27,0.7978723404255319,0.8333333333333334,0.8152173913043478,450.0
28,0.8930957683741648,0.8911111111111111,0.8921023359288098,450.0
29,0.9423503325942351,0.9465478841870824,0.9444444444444444,449.0
30,0.9676724137931034,1.0,0.9835706462212487,449.0
31,0.9867256637168141,0.9911111111111112,0.9889135254988913,450.0
32,0.9612403100775194,0.8285077951002228,0.8899521531100478,449.0
33,0.9491525423728814,0.9977728285077951,0.9728555917480999,449.0
34,0.9676724137931034,1.0,0.9835706462212487,449.0
35,0.9911111111111112,0.9933184855233853,0.9922135706340378,449.0
36,0.9845132743362832,0.9888888888888889,0.9866962305986696,450.0
37,0.86,0.9576837416481069,0.9062170706006323,449.0
38,0.9761388286334056,1.0,0.9879253567508233,450.0
39,0.9844789356984479,0.9866666666666667,0.9855715871254163,450.0
40,0.9955654101995566,1.0,0.9977777777777778,449.0
41,0.9581497797356828,0.9688195991091314,0.9634551495016611,449.0
accuracy,0.9381459691524885,0.9381459691524885,0.9381459691524885,0.9381459691524885
macro avg,0.9381390008361717,0.9381600499640589,0.9369296184307162,18867.0
weighted avg,0.9381334463799742,0.9381459691524885,0.9369190007627684,18867.0
0,0.945273631840796,0.8463251670378619,0.8930669800235017,449.0
1,0.9933333333333333,0.9955456570155902,0.9944382647385984,449.0
2,0.9663677130044843,0.9599109131403119,0.9631284916201117,449.0
3,0.9706546275395034,0.9576837416481069,0.9641255605381166,449.0
4,0.8376068376068376,0.6533333333333333,0.7340823970037453,450.0
5,0.9866369710467706,0.9866369710467706,0.9866369710467706,449.0
6,0.871536523929471,0.7706013363028953,0.817966903073286,449.0
7,0.8556263269639066,0.8975501113585747,0.8760869565217392,449.0
8,0.9511677282377919,0.9977728285077951,0.9739130434782609,449.0
9,0.9409090909090909,0.9220489977728286,0.9313835770528683,449.0
10,0.9846491228070176,1.0,0.9922651933701657,449.0
11,0.9681818181818181,0.9487750556792873,0.9583802024746907,449.0
12,1.0,1.0,1.0,449.0
13,0.9760869565217392,1.0,0.9878987898789879,449.0
14,0.9547413793103449,0.9866369710467706,0.9704271631982475,449.0
15,0.8638743455497382,0.734966592427617,0.7942238267148014,449.0
16,0.928416485900217,0.9511111111111111,0.9396267837541163,450.0
17,0.9571428571428572,0.8933333333333333,0.9241379310344827,450.0
18,0.8972162740899358,0.933184855233853,0.9148471615720524,449.0
19,1.0,1.0,1.0,449.0
20,0.8373983739837398,0.688195991091314,0.7555012224938875,449.0
21,0.8757396449704142,0.9888641425389755,0.9288702928870293,449.0
22,0.9260089686098655,0.9198218262806236,0.9229050279329609,449.0
23,0.9739696312364425,1.0,0.9868131868131869,449.0
24,0.911578947368421,0.9643652561247216,0.9372294372294372,449.0
25,0.7411971830985915,0.9376391982182628,0.8279252704031466,449.0
26,1.0,1.0,1.0,449.0
27,0.9155672823218998,0.7711111111111111,0.8371531966224367,450.0
28,0.9126436781609195,0.8822222222222222,0.8971751412429378,450.0
29,0.9186813186813186,0.9309576837416481,0.9247787610619469,449.0
30,0.9718614718614719,1.0,0.9857299670691547,449.0
31,0.9653679653679653,0.9911111111111112,0.9780701754385965,450.0
32,0.8392484342379958,0.8953229398663697,0.8663793103448276,449.0
33,0.9238683127572016,1.0,0.960427807486631,449.0
